
2025-10-07 15:35:51,277 - INFO - Starting fleamarket scraper cron service
2025-10-07 15:35:51,278 - INFO - Running initial scrape...
2025-10-07 15:35:51,278 - INFO - ================================================================================
2025-10-07 15:35:51,279 - INFO - Starting fleamarket scraper...
2025-10-07 15:35:51,279 - INFO - Timestamp: 2025-10-07T15:35:51.279783
2025-10-07 15:35:51,280 - INFO - ================================================================================
2025-10-07 15:35:51,280 - INFO - Discovering available spiders...
2025-10-07 15:35:52,810 - INFO - Found 2 spider(s): fleamarket, loppemarkeder
2025-10-07 15:35:52,810 - INFO - 
2025-10-07 15:35:52,810 - INFO - --------------------------------------------------------------------------------
2025-10-07 15:35:52,811 - INFO - [1/2] Starting spider: 'fleamarket'
2025-10-07 15:35:52,811 - INFO - Spider start time: 15:35:52
2025-10-07 15:35:52,812 - INFO - --------------------------------------------------------------------------------
2025-10-07 15:36:00,203 - WARNING -   STDERR: 2025-10-07 15:35:53 [scrapy.utils.log] INFO: Scrapy 2.13.3 started (bot: scrapy_project)
2025-10-07 15:36:00,235 - WARNING -   STDERR: 'scrapy.spidermiddlewares.referer.RefererMiddleware',
2025-10-07 15:36:00,235 - WARNING -   STDERR: 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
2025-10-07 15:36:00,236 - WARNING -   STDERR: 'scrapy.spidermiddlewares.depth.DepthMiddleware']
2025-10-07 15:36:00,236 - WARNING -   STDERR: 2025-10-07 15:35:57 [scrapy.middleware] INFO: Enabled item pipelines:
2025-10-07 15:36:00,236 - WARNING -   STDERR: ['scrapy_project.pipelines.SupabasePipeline']
2025-10-07 15:36:00,236 - WARNING -   STDERR: 2025-10-07 15:35:57 [scrapy.core.engine] INFO: Spider opened
2025-10-07 15:36:00,236 - WARNING -   STDERR: 2025-10-07 15:35:57 [fleamarket] INFO: Pipeline opened for spider: fleamarket
2025-10-07 15:36:00,237 - WARNING -   STDERR: 2025-10-07 15:35:57 [fleamarket] INFO: Connected to Supabase: https://oprevwbturtujbugynct.supabase.co
2025-10-07 15:36:00,237 - WARNING -   STDERR: 2025-10-07 15:35:57 [scrapy.extensions.logstats] INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2025-10-07 15:36:00,237 - WARNING -   STDERR: 2025-10-07 15:35:57 [scrapy.extensions.telnet] INFO: Telnet console listening on 127.0.0.1:6023
2025-10-07 15:36:00,237 - WARNING -   STDERR: 2025-10-07 15:35:58 [fleamarket] INFO: Parsing market listing page: https://markedskalenderen.dk/marked/kategori/loppemarked
2025-10-07 15:36:00,238 - WARNING -   STDERR: 2025-10-07 15:35:58 [fleamarket] INFO: Found 101 table rows to process
2025-10-07 15:36:00,238 - WARNING -   STDERR: 2025-10-07 15:35:58 [fleamarket] INFO: [1/10] Visiting detail page: Den Blaa hal på Majgaarden
2025-10-07 15:36:00,238 - WARNING -   STDERR: 2025-10-07 15:35:58 [fleamarket] INFO: [2/10] Visiting detail page: Den Blaa hal på Majgaarden
2025-10-07 15:36:00,238 - WARNING -   STDERR: 2025-10-07 15:35:58 [fleamarket] INFO: [3/10] Visiting detail page: Den Blaa hal på Majgaarden
2025-10-07 15:36:00,239 - WARNING -   STDERR: 2025-10-07 15:35:58 [fleamarket] INFO: [4/10] Visiting detail page: Den Blaa hal på Majgaarden
2025-10-07 15:36:00,239 - WARNING -   STDERR: 2025-10-07 15:35:58 [fleamarket] INFO: [5/10] Visiting detail page: Den Blaa hal på Majgaarden
2025-10-07 15:36:00,239 - WARNING -   STDERR: 2025-10-07 15:35:58 [fleamarket] INFO: [6/10] Visiting detail page: Den Blaa hal på Majgaarden
2025-10-07 15:36:00,239 - WARNING -   STDERR: 2025-10-07 15:35:58 [fleamarket] INFO: [7/10] Visiting detail page: Den Blaa hal på Majgaarden
2025-10-07 15:36:00,240 - WARNING -   STDERR: 2025-10-07 15:35:58 [fleamarket] INFO: [8/10] Visiting detail page: Den Blaa hal på Majgaarden
2025-10-07 15:36:00,240 - WARNING -   STDERR: 2025-10-07 15:35:58 [fleamarket] INFO: [9/10] Visiting detail page: Loppemarked i Bella
2025-10-07 15:36:00,240 - WARNING -   STDERR: 2025-10-07 15:35:58 [fleamarket] INFO: [10/10] Visiting detail page: Den Blaa hal på Majgaarden
2025-10-07 15:36:00,241 - WARNING -   STDERR: 2025-10-07 15:35:58 [fleamarket] INFO: Following pagination link: https://markedskalenderen.dk/marked/kategori/loppemarked?page=2
2025-10-07 15:36:00,241 - WARNING -   STDERR: 2025-10-07 15:35:59 [fleamarket] INFO: ✓ Yielding completed item #1: Den Blaa hal på Majgaarden
2025-10-07 15:36:00,241 - WARNING -   STDERR: 2025-10-07 15:35:59 [httpx] INFO: HTTP Request: GET https://oprevwbturtujbugynct.supabase.co/rest/v1/markets?select=loppemarkeder_nu&external_id=eq.Den_Blaa_hal_p%C3%A5_Majgaarden_2025-10-11_2025-10-11 "HTTP/2 406 Not Acceptable"
2025-10-07 15:36:00,241 - WARNING -   STDERR: 2025-10-07 15:35:59 [httpx] INFO: HTTP Request: POST https://oprevwbturtujbugynct.supabase.co/rest/v1/markets?on_conflict=external_id "HTTP/2 201 Created"
2025-10-07 15:36:00,242 - WARNING -   STDERR: 2025-10-07 15:35:59 [fleamarket] INFO: ✓ [1/1] Successfully upserted: Den Blaa hal på Majgaarden
2025-10-07 15:36:00,242 - WARNING -   STDERR: 2025-10-07 15:35:59 [fleamarket] INFO: ✓ Yielding completed item #2: Loppemarked i Bella
2025-10-07 15:36:00,242 - WARNING -   STDERR: 2025-10-07 15:35:59 [httpx] INFO: HTTP Request: GET https://oprevwbturtujbugynct.supabase.co/rest/v1/markets?select=loppemarkeder_nu&external_id=eq.Loppemarked_i_Bella_2025-11-29_2025-11-29 "HTTP/2 406 Not Acceptable"
2025-10-07 15:36:00,242 - WARNING -   STDERR: 2025-10-07 15:35:59 [httpx] INFO: HTTP Request: POST https://oprevwbturtujbugynct.supabase.co/rest/v1/markets?on_conflict=external_id "HTTP/2 201 Created"
2025-10-07 15:36:00,243 - WARNING -   STDERR: 2025-10-07 15:35:59 [fleamarket] INFO: ✓ [2/2] Successfully upserted: Loppemarked i Bella
2025-10-07 15:36:00,243 - WARNING -   STDERR: 2025-10-07 15:35:59 [fleamarket] INFO: Parsing market listing page: https://markedskalenderen.dk/marked/kategori/loppemarked?page=2
2025-10-07 15:36:00,243 - WARNING -   STDERR: 2025-10-07 15:35:59 [fleamarket] INFO: Found 9 table rows to process
2025-10-07 15:36:00,244 - WARNING -   STDERR: 2025-10-07 15:35:59 [fleamarket] INFO: No more pagination pages found
2025-10-07 15:36:00,244 - WARNING -   STDERR: 2025-10-07 15:35:59 [scrapy.core.engine] INFO: Closing spider (finished)
2025-10-07 15:36:00,244 - WARNING -   STDERR: 2025-10-07 15:35:59 [fleamarket] INFO: ============================================================
2025-10-07 15:36:00,244 - WARNING -   STDERR: 2025-10-07 15:35:59 [fleamarket] INFO: Pipeline Statistics:
2025-10-07 15:36:00,244 - WARNING -   STDERR: 2025-10-07 15:35:59 [fleamarket] INFO:   Total items processed: 2
2025-10-07 15:36:00,245 - WARNING -   STDERR: 2025-10-07 15:35:59 [fleamarket] INFO:   Successfully saved: 2
2025-10-07 15:36:00,245 - WARNING -   STDERR: 2025-10-07 15:35:59 [fleamarket] INFO:   Failed: 0
2025-10-07 15:36:00,245 - WARNING -   STDERR: 2025-10-07 15:35:59 [fleamarket] INFO:   Success rate: 100.0%
2025-10-07 15:36:00,245 - WARNING -   STDERR: 2025-10-07 15:35:59 [fleamarket] INFO: ============================================================
2025-10-07 15:36:00,246 - WARNING -   STDERR: 2025-10-07 15:35:59 [scrapy.statscollectors] INFO: Dumping Scrapy stats:
2025-10-07 15:36:00,246 - WARNING -   STDERR: {'downloader/request_bytes': 1824,
2025-10-07 15:36:00,246 - WARNING -   STDERR: 'downloader/request_count': 5,
2025-10-07 15:36:00,246 - WARNING -   STDERR: 'downloader/request_method_count/GET': 5,
2025-10-07 15:36:00,246 - WARNING -   STDERR: 'downloader/response_bytes': 26926,
2025-10-07 15:36:00,247 - WARNING -   STDERR: 'downloader/response_count': 5,
2025-10-07 15:36:00,247 - WARNING -   STDERR: 'downloader/response_status_count/200': 5,
2025-10-07 15:36:00,247 - WARNING -   STDERR: 'dupefilter/filtered': 8,
2025-10-07 15:36:00,247 - WARNING -   STDERR: 'elapsed_time_seconds': 2.073728,
2025-10-07 15:36:00,248 - WARNING -   STDERR: 'finish_reason': 'finished',
2025-10-07 15:36:00,248 - WARNING -   STDERR: 'finish_time': datetime.datetime(2025, 10, 7, 15, 35, 59, 904201, tzinfo=datetime.timezone.utc),
2025-10-07 15:36:00,248 - WARNING -   STDERR: 'httpcompression/response_bytes': 147806,
2025-10-07 15:36:00,249 - WARNING -   STDERR: 'httpcompression/response_count': 4,
2025-10-07 15:36:00,249 - WARNING -   STDERR: 'item_scraped_count': 2,
2025-10-07 15:36:00,249 - WARNING -   STDERR: 'items_per_minute': 60.0,
2025-10-07 15:36:00,249 - WARNING -   STDERR: 'log_count/INFO': 43,
2025-10-07 15:36:00,250 - WARNING -   STDERR: 'log_count/WARNING': 46,
2025-10-07 15:36:00,250 - WARNING -   STDERR: 'memusage/max': 100556800,
2025-10-07 15:36:00,250 - WARNING -   STDERR: 'memusage/startup': 100556800,
2025-10-07 15:36:00,250 - WARNING -   STDERR: 'request_depth_max': 1,
2025-10-07 15:36:00,251 - WARNING -   STDERR: 'response_received_count': 5,
2025-10-07 15:36:00,251 - WARNING -   STDERR: 'responses_per_minute': 150.0,
2025-10-07 15:36:00,251 - WARNING -   STDERR: 'robotstxt/request_count': 1,
2025-10-07 15:36:00,251 - WARNING -   STDERR: 'robotstxt/response_count': 1,
2025-10-07 15:36:00,251 - WARNING -   STDERR: 'robotstxt/response_status_count/200': 1,
2025-10-07 15:36:00,252 - WARNING -   STDERR: 'scheduler/dequeued': 4,
2025-10-07 15:36:00,252 - WARNING -   STDERR: 'scheduler/dequeued/memory': 4,
2025-10-07 15:36:00,252 - WARNING -   STDERR: 'scheduler/enqueued': 4,
2025-10-07 15:36:00,253 - WARNING -   STDERR: 'scheduler/enqueued/memory': 4,
2025-10-07 15:36:00,253 - WARNING -   STDERR: 'start_time': datetime.datetime(2025, 10, 7, 15, 35, 57, 830473, tzinfo=datetime.timezone.utc)}
2025-10-07 15:36:00,253 - WARNING -   STDERR: 2025-10-07 15:35:59 [scrapy.core.engine] INFO: Spider closed (finished)
2025-10-07 15:36:00,253 - INFO - 
2025-10-07 15:36:00,254 - INFO - Spider 'fleamarket' finished in 7.39 seconds
2025-10-07 15:36:00,254 - INFO - ✓ Spider 'fleamarket' completed successfully
2025-10-07 15:36:00,254 - INFO -   Items scraped: 0
2025-10-07 15:36:00,254 - INFO - 
2025-10-07 15:36:00,255 - INFO - --------------------------------------------------------------------------------
2025-10-07 15:36:00,255 - INFO - [2/2] Starting spider: 'loppemarkeder'
2025-10-07 15:36:00,255 - INFO - Spider start time: 15:36:00
2025-10-07 15:36:00,255 - INFO - --------------------------------------------------------------------------------
2025-10-07 15:37:20,305 - WARNING -   STDERR: 2025-10-07 15:36:01 [scrapy.utils.log] INFO: Scrapy 2.13.3 started (bot: scrapy_project)
2025-10-07 15:37:20,305 - WARNING -   STDERR: 2025-10-07 15:36:01 [scrapy.utils.log] INFO: Versions:
2025-10-07 15:37:20,306 - WARNING -   STDERR: {'lxml': '6.0.2',
2025-10-07 15:37:20,306 - WARNING -   STDERR: 'libxml2': '2.14.6',
2025-10-07 15:37:20,307 - WARNING -   STDERR: 'cssselect': '1.3.0',
2025-10-07 15:37:20,307 - WARNING -   STDERR: 'parsel': '1.10.0',
2025-10-07 15:37:20,308 - WARNING -   STDERR: 'w3lib': '2.3.1',
2025-10-07 15:37:20,308 - WARNING -   STDERR: 'Twisted': '25.5.0',
2025-10-07 15:37:20,308 - WARNING -   STDERR: 'Python': '3.11.13 (main, Sep 30 2025, 00:38:45) [GCC 14.2.0]',
2025-10-07 15:37:20,309 - WARNING -   STDERR: 'pyOpenSSL': '25.3.0 (OpenSSL 3.5.4 30 Sep 2025)',
2025-10-07 15:37:20,309 - WARNING -   STDERR: 'cryptography': '46.0.2',
2025-10-07 15:37:20,309 - WARNING -   STDERR: 'Platform': 'Linux-6.10.14-linuxkit-x86_64-with-glibc2.41'}
2025-10-07 15:37:20,310 - WARNING -   STDERR: 2025-10-07 15:36:01 [scrapy.addons] INFO: Enabled addons:
2025-10-07 15:37:20,310 - WARNING -   STDERR: []
